0   0.14   0.1
5   1.43   1.4
10  2.87   2.8
15  4.33   4.2
20  5.73   5.6
25  7.23   7.1
30  8.65   8.5
35  10.08  9.9
40  11.55  11.4
45  12.87  12.8
50  14.39  14.2


0.0   0.14   0.1   28.57
5.0   1.43   1.4   2.097
10.0  2.87   2.8   2.439
15.0  4.33   4.2   3.002
20.0  5.73   5.6   2.268
25.0  7.23   7.1   1.798
30.0  8.65   8.5   1.734
35.0  10.08  9.9   1.785
40.0  11.55  11.4  1.298
45.0  12.87  12.8  0.543
50.0  14.39  14.2  1.320
